"State","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"ME","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.892","","01/01/2014","12/31/2014"
"MI","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.332","","01/01/2014","12/31/2014"
"MN","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.601","","01/01/2014","12/31/2014"
"MO","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.365","","01/01/2014","12/31/2014"
"MP","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2014","12/31/2014"
"MS","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.271","","01/01/2014","12/31/2014"
"MT","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.386","","01/01/2014","12/31/2014"
"NC","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.354","","01/01/2014","12/31/2014"
"ND","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.130","","01/01/2014","12/31/2014"
"NE","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.718","","01/01/2014","12/31/2014"
"NH","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.568","","01/01/2014","12/31/2014"
"NJ","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.365","","01/01/2014","12/31/2014"
"NM","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.643","","01/01/2014","12/31/2014"
"NV","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.234","","01/01/2014","12/31/2014"
"NY","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.251","","01/01/2014","12/31/2014"
"OH","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.056","","01/01/2014","12/31/2014"
"OK","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.036","","01/01/2014","12/31/2014"
"OR","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.290","","01/01/2014","12/31/2014"
"PA","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.240","","01/01/2014","12/31/2014"
"PR","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","0.694","","01/01/2014","12/31/2014"
"RI","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.754","","01/01/2014","12/31/2014"
"SC","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.436","","01/01/2014","12/31/2014"
"SD","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.979","","01/01/2014","12/31/2014"
"TN","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.322","","01/01/2014","12/31/2014"
"TX","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.179","","01/01/2014","12/31/2014"
"UT","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.810","","01/01/2014","12/31/2014"
"VA","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.181","","01/01/2014","12/31/2014"
"VI","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","6.817","","01/01/2014","12/31/2014"
"VT","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.443","","01/01/2014","12/31/2014"
"WA","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.410","","01/01/2014","12/31/2014"
"WI","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.214","","01/01/2014","12/31/2014"
"WV","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","0.906","","01/01/2014","12/31/2014"
"WY","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.733","","01/01/2014","12/31/2014"
"AK","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.673","","01/01/2014","12/31/2014"
"AL","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.845","","01/01/2014","12/31/2014"
"AR","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.895","","01/01/2014","12/31/2014"
"AS","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2014","12/31/2014"
"AZ","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.087","","01/01/2014","12/31/2014"
"CA","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.176","","01/01/2014","12/31/2014"
"CO","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.717","","01/01/2014","12/31/2014"
"CT","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.539","","01/01/2014","12/31/2014"
"DC","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.709","","01/01/2014","12/31/2014"
"DE","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.998","","01/01/2014","12/31/2014"
"FL","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.978","","01/01/2014","12/31/2014"
"GA","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.231","","01/01/2014","12/31/2014"
"GU","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.524","","01/01/2014","12/31/2014"
"HI","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.545","","01/01/2014","12/31/2014"
"IA","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.850","","01/01/2014","12/31/2014"
"ID","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.803","","01/01/2014","12/31/2014"
"IL","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.011","","01/01/2014","12/31/2014"
"IN","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.131","","01/01/2014","12/31/2014"
"KS","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.924","","01/01/2014","12/31/2014"
"KY","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.991","","01/01/2014","12/31/2014"
"LA","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.863","","01/01/2014","12/31/2014"
"MA","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.365","","01/01/2014","12/31/2014"
"MD","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.485","","01/01/2014","12/31/2014"
"ME","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.213","","01/01/2014","12/31/2014"
"MI","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.177","","01/01/2014","12/31/2014"
"MN","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.295","","01/01/2014","12/31/2014"
"MO","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.166","","01/01/2014","12/31/2014"
"MP","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2014","12/31/2014"
"MS","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.999","","01/01/2014","12/31/2014"
"MT","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.667","","01/01/2014","12/31/2014"
"NC","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.185","","01/01/2014","12/31/2014"
"ND","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.616","","01/01/2014","12/31/2014"
"NE","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.211","","01/01/2014","12/31/2014"
"NH","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.967","","01/01/2014","12/31/2014"
"NJ","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.183","","01/01/2014","12/31/2014"
"NM","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.178","","01/01/2014","12/31/2014"
"NV","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.965","","01/01/2014","12/31/2014"
"NY","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.137","","01/01/2014","12/31/2014"
"OH","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.935","","01/01/2014","12/31/2014"
"OK","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.817","","01/01/2014","12/31/2014"
"OR","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.965","","01/01/2014","12/31/2014"
"PA","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.114","","01/01/2014","12/31/2014"
"PR","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.400","","01/01/2014","12/31/2014"
"RI","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.148","","01/01/2014","12/31/2014"
"SC","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.189","","01/01/2014","12/31/2014"
"SD","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.115","","01/01/2014","12/31/2014"
"TN","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.152","","01/01/2014","12/31/2014"
"TX","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.078","","01/01/2014","12/31/2014"
"UT","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.353","","01/01/2014","12/31/2014"
"VA","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.995","","01/01/2014","12/31/2014"
"VI","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","2.274","","01/01/2014","12/31/2014"
"VT","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.656","","01/01/2014","12/31/2014"
"WA","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.141","","01/01/2014","12/31/2014"
"WI","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.968","","01/01/2014","12/31/2014"
"WV","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.665","","01/01/2014","12/31/2014"
"WY","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.383","","01/01/2014","12/31/2014"
"AK","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.927","","01/01/2014","12/31/2014"
"AL","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.783","","01/01/2014","12/31/2014"
"AR","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.885","","01/01/2014","12/31/2014"
"AS","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2014","12/31/2014"
"AZ","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.093","","01/01/2014","12/31/2014"
"CA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.085","","01/01/2014","12/31/2014"
"CO","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.761","","01/01/2014","12/31/2014"
"CT","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.448","","01/01/2014","12/31/2014"
"DC","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.963","","01/01/2014","12/31/2014"
"DE","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.430","","01/01/2014","12/31/2014"
"FL","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.747","","01/01/2014","12/31/2014"
"GA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.821","","01/01/2014","12/31/2014"
"GU","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2014","12/31/2014"
"HI","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.480","","01/01/2014","12/31/2014"
"IA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.069","","01/01/2014","12/31/2014"
"ID","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.379","","01/01/2014","12/31/2014"
"IL","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.900","","01/01/2014","12/31/2014"
"IN","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.112","","01/01/2014","12/31/2014"
"KS","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.512","","01/01/2014","12/31/2014"
"KY","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.045","","01/01/2014","12/31/2014"
"LA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.931","","01/01/2014","12/31/2014"
"MA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.241","","01/01/2014","12/31/2014"
"MD","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.088","","01/01/2014","12/31/2014"
"ME","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.397","","01/01/2014","12/31/2014"
"MI","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.167","","01/01/2014","12/31/2014"
"MN","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.223","","01/01/2014","12/31/2014"
"MO","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.877","","01/01/2014","12/31/2014"
"MP","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2014","12/31/2014"
"MS","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.649","","01/01/2014","12/31/2014"
"MT","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.729","","01/01/2014","12/31/2014"
"NC","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.816","","01/01/2014","12/31/2014"
"ND","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.032","","01/01/2014","12/31/2014"
"NE","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.277","","01/01/2014","12/31/2014"
"NH","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.917","","01/01/2014","12/31/2014"
"NJ","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.834","","01/01/2014","12/31/2014"
"NM","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.403","","01/01/2014","12/31/2014"
"NV","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.162","","01/01/2014","12/31/2014"
"NY","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.266","","01/01/2014","12/31/2014"
"OH","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.843","","01/01/2014","12/31/2014"
"OK","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.963","","01/01/2014","12/31/2014"
"OR","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.878","","01/01/2014","12/31/2014"
"PA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.954","","01/01/2014","12/31/2014"
"PR","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2014","12/31/2014"
"RI","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.246","","01/01/2014","12/31/2014"
"SC","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.086","","01/01/2014","12/31/2014"
"SD","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.449","","01/01/2014","12/31/2014"
"TN","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.907","","01/01/2014","12/31/2014"
"TX","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.890","","01/01/2014","12/31/2014"
"UT","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.465","","01/01/2014","12/31/2014"
"VA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.066","","01/01/2014","12/31/2014"
"VI","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.624","","01/01/2014","12/31/2014"
"VT","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.905","","01/01/2014","12/31/2014"
"WA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.045","","01/01/2014","12/31/2014"
"WI","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.967","","01/01/2014","12/31/2014"
"WV","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.326","","01/01/2014","12/31/2014"
"WY","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.997","","01/01/2014","12/31/2014"
"AK","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.437","","01/01/2014","12/31/2014"
"AL","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.918","","01/01/2014","12/31/2014"
"AR","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.089","","01/01/2014","12/31/2014"
"AS","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2014","12/31/2014"
"AZ","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.248","","01/01/2014","12/31/2014"
"CA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.157","","01/01/2014","12/31/2014"
"CO","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.913","","01/01/2014","12/31/2014"
"CT","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.682","","01/01/2014","12/31/2014"
"DC","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.391","","01/01/2014","12/31/2014"
"DE","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.871","","01/01/2014","12/31/2014"
"FL","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.815","","01/01/2014","12/31/2014"
"GA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.931","","01/01/2014","12/31/2014"
"GU","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2014","12/31/2014"
"HI","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.989","","01/01/2014","12/31/2014"
"IA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.295","","01/01/2014","12/31/2014"
"ID","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.767","","01/01/2014","12/31/2014"
"IL","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.005","","01/01/2014","12/31/2014"
"IN","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.262","","01/01/2014","12/31/2014"
"KS","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.792","","01/01/2014","12/31/2014"
"KY","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.208","","01/01/2014","12/31/2014"
"LA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.095","","01/01/2014","12/31/2014"
"MA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.400","","01/01/2014","12/31/2014"
"MD","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.271","","01/01/2014","12/31/2014"
"ME","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.782","","01/01/2014","12/31/2014"
"MI","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.287","","01/01/2014","12/31/2014"
"MN","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.405","","01/01/2014","12/31/2014"
"MO","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.005","","01/01/2014","12/31/2014"
"MP","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2014","12/31/2014"
"MS","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.824","","01/01/2014","12/31/2014"
"MT","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.106","","01/01/2014","12/31/2014"
"NC","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.921","","01/01/2014","12/31/2014"
"ND","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.511","","01/01/2014","12/31/2014"
"NE","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.601","","01/01/2014","12/31/2014"
"NH","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.251","","01/01/2014","12/31/2014"
"NJ","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.954","","01/01/2014","12/31/2014"
"NM","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.812","","01/01/2014","12/31/2014"
"NV","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.421","","01/01/2014","12/31/2014"
"NY","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.366","","01/01/2014","12/31/2014"
"OH","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.931","","01/01/2014","12/31/2014"
"OK","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.146","","01/01/2014","12/31/2014"
"OR","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.060","","01/01/2014","12/31/2014"
"PA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.043","","01/01/2014","12/31/2014"
"PR","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2014","12/31/2014"
"RI","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.674","","01/01/2014","12/31/2014"
"SC","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.261","","01/01/2014","12/31/2014"
"SD","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.947","","01/01/2014","12/31/2014"
"TN","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.034","","01/01/2014","12/31/2014"
"TX","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.965","","01/01/2014","12/31/2014"
"UT","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.791","","01/01/2014","12/31/2014"
"VA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.208","","01/01/2014","12/31/2014"
"VI","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","3.077","","01/01/2014","12/31/2014"
"VT","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","2.717","","01/01/2014","12/31/2014"
"WA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.209","","01/01/2014","12/31/2014"
"WI","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.117","","01/01/2014","12/31/2014"
"WV","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.635","","01/01/2014","12/31/2014"
"WY","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.776","","01/01/2014","12/31/2014"
"AK","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.567","","01/01/2014","12/31/2014"
"AL","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.664","","01/01/2014","12/31/2014"
"AR","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.712","","01/01/2014","12/31/2014"
"AS","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2014","12/31/2014"
"AZ","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.953","","01/01/2014","12/31/2014"
"CA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.016","","01/01/2014","12/31/2014"
"CO","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.628","","01/01/2014","12/31/2014"
"CT","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.240","","01/01/2014","12/31/2014"
"DC","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.643","","01/01/2014","12/31/2014"
"DE","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.073","","01/01/2014","12/31/2014"
"FL","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.682","","01/01/2014","12/31/2014"
"GA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.722","","01/01/2014","12/31/2014"
"GU","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2014","12/31/2014"
"HI","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.076","","01/01/2014","12/31/2014"
"IA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.873","","01/01/2014","12/31/2014"
"ID","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.059","","01/01/2014","12/31/2014"
"IL","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.804","","01/01/2014","12/31/2014"
"IN","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.975","","01/01/2014","12/31/2014"
"KS","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.265","","01/01/2014","12/31/2014"
"KY","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.898","","01/01/2014","12/31/2014"
"LA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.787","","01/01/2014","12/31/2014"
"MA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.096","","01/01/2014","12/31/2014"
"MD","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.925","","01/01/2014","12/31/2014"
"ME","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.078","","01/01/2014","12/31/2014"
"MI","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.055","","01/01/2014","12/31/2014"
"MN","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.059","","01/01/2014","12/31/2014"
"MO","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.763","","01/01/2014","12/31/2014"
"MP","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2014","12/31/2014"
"MS","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.503","","01/01/2014","12/31/2014"
"MT","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.458","","01/01/2014","12/31/2014"
"NC","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.721","","01/01/2014","12/31/2014"
"ND","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.676","","01/01/2014","12/31/2014"
"NE","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.004","","01/01/2014","12/31/2014"
"NH","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.655","","01/01/2014","12/31/2014"
"NJ","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.725","","01/01/2014","12/31/2014"
"NM","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.067","","01/01/2014","12/31/2014"
"NV","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.940","","01/01/2014","12/31/2014"
"NY","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.172","","01/01/2014","12/31/2014"
"OH","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.762","","01/01/2014","12/31/2014"
"OK","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.802","","01/01/2014","12/31/2014"
"OR","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.720","","01/01/2014","12/31/2014"
"PA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.870","","01/01/2014","12/31/2014"
